Report Number,Report Date,Occurred From,Occurred To,Address,City,State,ZIP,Latitude,Longitude,Offense,NIBRS Code,Office Status,Reporting Officer Name,District,(9) Location Type,(8a) Bias Motivated Crime
23-01638,04/08/2023 1103,04/06/2023 1415,04/06/2023 1415,25003 E BLUE MILLS RD  ,INDEPENDENCE,MO,64058,,,AUTO ACCIDENT,90Z,INCIDENT,Dep. B. Ingram,1,13,88
23-01638,04/08/2023 1103,04/06/2023 1415,04/06/2023 1415,25003 E BLUE MILLS RD  ,INDEPENDENCE,MO,64058,,,AUTO ACCIDENT,90Z,INCIDENT,Dep. B. Ingram,1,13,88
23-01639,04/08/2023 1208,04/08/2023 1208,04/08/2023 1351,2301 S HOLMES ST  ,KANSAS CITY,MO,64126,,,PROBATE WARRANT,,ARREST,Dep. M. Wicks,5,,
23-01639,04/08/2023 1208,04/08/2023 1208,04/08/2023 1351,2301 S HOLMES ST  ,KANSAS CITY,MO,64126,,,PROBATE WARRANT,,ARREST,Dep. M. Wicks,5,,
23-01640,04/08/2023 1540,04/08/2023 1528,04/08/2023 1530, S BLUE SPRINGS LAKE  ,BLUE SPRINGS,MO,64015,,,WEAP USE DISCRIMINATION,,INVESTIGATIVE,DEP. D. RUFFIN,7,,
23-01640,04/08/2023 1540,04/08/2023 1528,04/08/2023 1530, S BLUE SPRINGS LAKE  ,BLUE SPRINGS,MO,64015,,,ROBBERY,120,INVESTIGATIVE,DEP. D. RUFFIN,7,16,32
23-01640,04/08/2023 1540,04/08/2023 1528,04/08/2023 1530, S BLUE SPRINGS LAKE  ,BLUE SPRINGS,MO,64015,,,WEAP USE DISCRIMINATION,,INVESTIGATIVE,DEP. D. RUFFIN,7,,
23-01640,04/08/2023 1540,04/08/2023 1528,04/08/2023 1530, S BLUE SPRINGS LAKE  ,BLUE SPRINGS,MO,64015,,,ROBBERY,120,INVESTIGATIVE,DEP. D. RUFFIN,7,16,32
23-01641,04/08/2023 1800,04/08/2023 1800,04/08/2023 1920,1110 NE LAKE SHORE DR  ,OAK GROVE,MO,64075,,,BURGLARY 1ST DEG,220,INVESTIGATIVE,"DEP, A, WILBANKS",3,20,88
23-01641,04/08/2023 1800,04/08/2023 1800,04/08/2023 1920,1110 NE LAKE SHORE DR  ,OAK GROVE,MO,64075,,,BURGLARY 1ST DEG,220,INVESTIGATIVE,"DEP, A, WILBANKS",3,20,88
23-01642,04/08/2023 1922,04/08/2023 1922,04/08/2023 1957,19701 E 18TH ST N  ,INDEPENDENCE,MO,64085,,,INFORMATION REPORT,,INCIDENT,Dep. M. Huff,,,
23-01642,04/08/2023 1922,04/08/2023 1922,04/08/2023 1957,19701 E 18TH ST N  ,INDEPENDENCE,MO,64085,,,INFORMATION REPORT,,INCIDENT,Dep. M. Huff,,,
23-01643,04/08/2023 1915,04/08/2023 1900,04/08/2023 1911,1300  CHERRY  ,KANSAS CITY,MO,64106,,,ASSAULT,13A,INVESTIGATIVE,Dep. Coby,,15,88
23-01643,04/08/2023 1915,04/08/2023 1900,04/08/2023 1911,1300  CHERRY  ,KANSAS CITY,MO,64106,,,ASSAULT,13A,INVESTIGATIVE,Dep. Coby,,15,88
23-01644,04/08/2023 2020,04/08/2023 2020,04/08/2023 2100,4001 NE LAKEWOOD CT  ,,,,,,AUTO ACCIDENT,,INCIDENT,CAPT. S. GOODMAN,,,
23-01644,04/08/2023 2020,04/08/2023 2020,04/08/2023 2100,4001 NE LAKEWOOD CT  ,,,,,,AUTO ACCIDENT,,INCIDENT,CAPT. S. GOODMAN,,,
23-01645,04/08/2023 2013,04/08/2023 0800,04/08/2023 2230,19202  PARK AVE  ,INDEPENDENCE,MO,64058,,,INFORMATION REPORT,,INCIDENT,Dep. M. Huff,,,
23-01645,04/08/2023 2013,04/08/2023 0800,04/08/2023 2230,19202  PARK AVE  ,INDEPENDENCE,MO,64058,,,INFORMATION REPORT,,INCIDENT,Dep. M. Huff,,,
23-01646,04/08/2023 2044,04/08/2023 2044,04/08/2023 2129,33109 E TRUMAN RD  ,GRAIN VALLEY,MO,64029,,,INFORMATION REPORT,,INCIDENT,"DEP, A, WILBANKS",3,,
23-01646,04/08/2023 2044,04/08/2023 2044,04/08/2023 2129,33109 E TRUMAN RD  ,GRAIN VALLEY,MO,64029,,,INFORMATION REPORT,,INCIDENT,"DEP, A, WILBANKS",3,,
23-01647,04/08/2023 2141,04/08/2023 2141,04/08/2023 2210,29306  ALLEN RD  ,BUCKNER,MO,64016,,,INFORMATION REPORT,,INCIDENT,Dep. M. Huff,,,
23-01647,04/08/2023 2141,04/08/2023 2141,04/08/2023 2210,29306  ALLEN RD  ,BUCKNER,MO,64016,,,INFORMATION REPORT,,INCIDENT,Dep. M. Huff,,,
23-01648,04/08/2023 2315,04/08/2023 2315,04/09/2023 0035,  HERRING/HARRIS  ,GREENWOOD,MO,64034,,,INFORMATION REPORT,,INCIDENT,Dep. J. Deal,4,,
23-01648,04/08/2023 2315,04/08/2023 2315,04/09/2023 0035,  HERRING/HARRIS  ,GREENWOOD,MO,64034,,,INFORMATION REPORT,,INCIDENT,Dep. J. Deal,4,,
23-01649,04/09/2023 0107,04/09/2023 0107,04/09/2023 0232,8301 E TRUMAN RD  ,KANSAS CITY,MO,64126,,,RECOVERED STOLEN AUTO,,INCIDENT,DEP. P. LY,5,,
23-01649,04/09/2023 0107,04/09/2023 0107,04/09/2023 0232,8301 E TRUMAN RD  ,KANSAS CITY,MO,64126,,,RECOVERED STOLEN AUTO,,INCIDENT,DEP. P. LY,5,,
23-01650,04/09/2023 0058,04/09/2023 0058,04/09/2023 0136,2101 N TWYMAN RD  ,INDEPENDENCE,MO,64058,,,ALARM,90Z,INCIDENT,Dep. Coby,,22,88
23-01650,04/09/2023 0058,04/09/2023 0058,04/09/2023 0136,2101 N TWYMAN RD  ,INDEPENDENCE,MO,64058,,,ALARM,90Z,INCIDENT,Dep. Coby,,22,88
23-01651,04/09/2023 0444,04/09/2023 0444,04/09/2023 0511,  EB70/STERLING  ,,,,,,TOWED VEHICLE REPORT,90Z,INCIDENT,Dep. Coby,,13,88
23-01651,04/09/2023 0444,04/09/2023 0444,04/09/2023 0511,  EB70/STERLING  ,,,,,,TOWED VEHICLE REPORT,90Z,INCIDENT,Dep. Coby,,13,88
23-01652,04/09/2023 0727,04/09/2023 0720,04/09/2023 0727,26602 E COUNTY LINE RD  ,PLEASANT HILL,MO,64080,,,AUTO ACCIDENT,,INVESTIGATIVE,DEP. B. SMITH,4,,
23-01652,04/09/2023 0727,04/09/2023 0720,04/09/2023 0727,26602 E COUNTY LINE RD  ,PLEASANT HILL,MO,64080,,,AUTO ACCIDENT,,INVESTIGATIVE,DEP. B. SMITH,4,,
23-01653,04/09/2023 0829,04/09/2023 0829,04/09/2023 0836,18506  SHOSHONE DR  ,INDEPENDENCE,MO,64058,,,INFORMATION REPORT,90Z,INCIDENT,Dep. B. Ingram,1,20,88
23-01653,04/09/2023 0829,04/09/2023 0829,04/09/2023 0836,18506  SHOSHONE DR  ,INDEPENDENCE,MO,64058,,,INFORMATION REPORT,90Z,INCIDENT,Dep. B. Ingram,1,20,88
23-01654,04/09/2023 0945,04/09/2023 0945,04/09/2023 0955,704  TALL CHIEF  ,BUCKNER,MO,64016,,,CIT REFERRAL,90Z,INCIDENT,Dep. B. Ingram,,20,88
23-01654,04/09/2023 0945,04/09/2023 0945,04/09/2023 0955,704  TALL CHIEF  ,BUCKNER,MO,64016,,,CIT REFERRAL,90Z,INCIDENT,Dep. B. Ingram,,20,88
23-01655,04/09/2023 1125,04/09/2023 1125,04/09/2023 1216,704  RAVEN DR  ,GREENWOOD,MO,64034,,,INFORMATION REPORT,,INCIDENT,Dep. M. Wicks,4,,
23-01655,04/09/2023 1125,04/09/2023 1125,04/09/2023 1216,704  RAVEN DR  ,GREENWOOD,MO,64034,,,INFORMATION REPORT,,INCIDENT,Dep. M. Wicks,4,,
23-01656,04/09/2023 1335,04/09/2023 1335,04/09/2023 1533,  WB 50 / HUTT  ,LONE JACK,MO,64070,,,INFORMATION REPORT,,INCIDENT,DEP. B. SMITH,4,,
23-01656,04/09/2023 1335,04/09/2023 1335,04/09/2023 1533,  WB 50 / HUTT  ,LONE JACK,MO,64070,,,INFORMATION REPORT,,INCIDENT,DEP. B. SMITH,4,,
23-01657,04/09/2023 1501,04/09/2023 1358,04/09/2023 1501,30008 E COUNTY LINE RD  ,PLEASANT HILL,MO,67024,,,INFORMATION REPORT,,INCIDENT,Dep. M. Wicks,4,,
23-01657,04/09/2023 1501,04/09/2023 1358,04/09/2023 1501,30008 E COUNTY LINE RD  ,PLEASANT HILL,MO,67024,,,INFORMATION REPORT,,INCIDENT,Dep. M. Wicks,4,,
23-01658,04/08/2023 2152,04/08/2023 2152,04/08/2023 2309,7604 S OAK HILL SCHOOL RD  ,OAK GROVE,MO,64075,,,DISORDERLY CONDUCT,90C,INCIDENT,Dep. J. Deal,3,20,88
23-01658,04/08/2023 2152,04/08/2023 2152,04/08/2023 2309,7604 S OAK HILL SCHOOL RD  ,OAK GROVE,MO,64075,,,DISORDERLY CONDUCT,90C,INCIDENT,Dep. J. Deal,3,20,88
23-01659,04/09/2023 1941,04/09/2023 1941,04/09/2023 2028,  LIGGETT RD/ WOOD CHAPEL  ,BLUE SPRINGS,MO,64015,,,INFORMATION REPORT,90Z,INCIDENT,Dep. Coby,,50,88
23-01659,04/09/2023 1941,04/09/2023 1941,04/09/2023 2028,  LIGGETT RD/ WOOD CHAPEL  ,BLUE SPRINGS,MO,64015,,,INFORMATION REPORT,90Z,INCIDENT,Dep. Coby,,50,88
23-01660,04/09/2023 2039,04/09/2023 2039,04/09/2023 2149,  40/BASS PRO DR  ,INDEPENDENCE,MO,64055,,,DRIVING WHILE LICENSE SUSPENDED / REVOKED,,ARREST,Dep. Coby,,,
23-01660,04/09/2023 2039,04/09/2023 2039,04/09/2023 2149,  40/BASS PRO DR  ,INDEPENDENCE,MO,64055,,,ARREST REPORT,90Z,ARREST,Dep. Coby,,13,88
23-01660,04/09/2023 2039,04/09/2023 2039,04/09/2023 2149,  40/BASS PRO DR  ,INDEPENDENCE,MO,64055,,,DRIVING WHILE LICENSE SUSPENDED / REVOKED,,ARREST,Dep. Coby,,,
23-01660,04/09/2023 2039,04/09/2023 2039,04/09/2023 2149,  40/BASS PRO DR  ,INDEPENDENCE,MO,64055,,,ARREST REPORT,90Z,ARREST,Dep. Coby,,13,88
23-01661,04/09/2023 2143,04/09/2023 2143,04/09/2023 2203,8637 E 19TH TER  ,KANSAS CITY,MO,64126,,,DRIVING WHILE REVOKED OR DRIVING WHILE SUSPENDED,,INVESTIGATIVE,DEP. P. LY,5,,
23-01661,04/09/2023 2143,04/09/2023 2143,04/09/2023 2203,8637 E 19TH TER  ,KANSAS CITY,MO,64126,,,ELUDING POLICE OFFICER,90Z,INVESTIGATIVE,DEP. P. LY,5,13,88
23-01661,04/09/2023 2143,04/09/2023 2143,04/09/2023 2203,8637 E 19TH TER  ,KANSAS CITY,MO,64126,,,DRIVING WHILE REVOKED OR DRIVING WHILE SUSPENDED,,INVESTIGATIVE,DEP. P. LY,5,,
23-01661,04/09/2023 2143,04/09/2023 2143,04/09/2023 2203,8637 E 19TH TER  ,KANSAS CITY,MO,64126,,,ELUDING POLICE OFFICER,90Z,INVESTIGATIVE,DEP. P. LY,5,13,88
23-01662,04/09/2023 2149,04/09/2023 2149,04/09/2023 2229,102 N PAUL DR  ,SIBLEY,MO,64088,,,INFORMATION REPORT,,INCIDENT,Dep. M. Huff,2,,
23-01662,04/09/2023 2149,04/09/2023 2149,04/09/2023 2229,102 N PAUL DR  ,SIBLEY,MO,64088,,,INFORMATION REPORT,,INCIDENT,Dep. M. Huff,2,,
23-01663,04/09/2023 2236,04/09/2023 2236,04/09/2023 2250,  US-24 HWY AND S KENTUCKY  ,INDEPENDENCE,MO,64052,,,DRIVING WHILE REVOKED OR DRIVING WHILE SUSPENDED,,INVESTIGATIVE,DEP. P. LY,,,
23-01663,04/09/2023 2236,04/09/2023 2236,04/09/2023 2250,  US-24 HWY AND S KENTUCKY  ,INDEPENDENCE,MO,64052,,,DRIVING WHILE REVOKED OR DRIVING WHILE SUSPENDED,,INVESTIGATIVE,DEP. P. LY,,,
23-01664,04/09/2023 2234,04/09/2023 2234,04/09/2023 2315,  SALISBURY/24  ,INDEPENDENCE,MO,64050,,,ARREST REPORT,,ARREST,SGT. R. BERGER,,,
23-01664,04/09/2023 2234,04/09/2023 2234,04/09/2023 2315,  SALISBURY/24  ,INDEPENDENCE,MO,64050,,,ARREST REPORT,,ARREST,SGT. R. BERGER,,,
23-01665,04/09/2023 2048,04/09/2023 2114,04/09/2023 2218,11545  BUCKNER TARSNEY RD  ,GRAIN VALLEY,MO,64075,,,INFORMATION REPORT,,INCIDENT,"DEP, A, WILBANKS",4,,
23-01665,04/09/2023 2048,04/09/2023 2114,04/09/2023 2218,11545  BUCKNER TARSNEY RD  ,GRAIN VALLEY,MO,64075,,,INFORMATION REPORT,,INCIDENT,"DEP, A, WILBANKS",4,,
23-01666,04/09/2023 2257,04/09/2023 2223,04/10/2023 0140,1308 S OUTERBELT RD  ,OAK GROVE,MO,64075,,,HARASSMENT - 1ST DEGREE,13C,INVESTIGATIVE,Dep. M. Huff,,20,88
23-01666,04/09/2023 2257,04/09/2023 2223,04/10/2023 0140,1308 S OUTERBELT RD  ,OAK GROVE,MO,64075,,,HARASSMENT - 1ST DEGREE,13C,INVESTIGATIVE,Dep. M. Huff,,20,88
23-01667,04/10/2023 0254,04/10/2023 0254,04/10/2023 0332,  435/TRUMAN  ,KANSAS CITY,MO,64109,,,TOWED VEHICLE REPORT,90Z,INCIDENT,Dep. Coby,,13,88
23-01667,04/10/2023 0254,04/10/2023 0254,04/10/2023 0332,  435/TRUMAN  ,KANSAS CITY,MO,64109,,,TOWED VEHICLE REPORT,90Z,INCIDENT,Dep. Coby,,13,88
23-01669,04/10/2023 0705,04/10/2023 0645,04/10/2023 0812,1300  CHERRY  ,KANSAS CITY,MO,64106,,,ASSAULT,13A,INCIDENT,Dep. Dalton Flores,5,15,88
23-01669,04/10/2023 0705,04/10/2023 0645,04/10/2023 0812,1300  CHERRY  ,KANSAS CITY,MO,64106,,,ASSAULT,13A,INCIDENT,Dep. Dalton Flores,5,15,88
23-01670,04/10/2023 0817,04/10/2023 0818,04/10/2023 0918,2109  ASHLAND AVE  ,KANSAS CITY,MO,64126,,,ARREST REPORT,,ARREST,DEP. C. HEIN,5,,
23-01670,04/10/2023 0817,04/10/2023 0818,04/10/2023 0918,2109  ASHLAND AVE  ,KANSAS CITY,MO,64126,,,ARREST REPORT,,ARREST,DEP. C. HEIN,5,,
23-01671,04/10/2023 0831,04/10/2023 0831,04/10/2023 0909,29807 E AA HWY  ,GRAIN VALLEY,MO,64029,,,FRAUD USE CRED/DEBIT DEVICE (VALUE OF $500 OR MORE),26B,INCIDENT,DEP. T. HERRMANN,3,25,88
23-01671,04/10/2023 0831,04/10/2023 0831,04/10/2023 0909,29807 E AA HWY  ,GRAIN VALLEY,MO,64029,,,FRAUD USE CRED/DEBIT DEVICE (VALUE OF $500 OR MORE),26B,INCIDENT,DEP. T. HERRMANN,3,25,88
23-01672,04/10/2023 0925,04/09/2023 0000,04/10/2023 0930,  E 70/23  ,KANSAS CITY,MO,64127,,,RECOVERED STOLEN AUTO,90Z,INVESTIGATIVE,DEP. C. HEIN,5,13,99
23-01672,04/10/2023 0925,04/09/2023 0000,04/10/2023 0930,  E 70/23  ,KANSAS CITY,MO,64127,,,RECOVERED STOLEN AUTO,90Z,INVESTIGATIVE,DEP. C. HEIN,5,13,99
23-01673,04/10/2023 1220,04/10/2023 1220,04/10/2023 1220,308 W KANSAS  ,INDEPENDENCE,MO,64050,,,ARREST REPORT,,INCIDENT,DEP. C. GOLUBSKI,,,
23-01673,04/10/2023 1220,04/10/2023 1220,04/10/2023 1220,308 W KANSAS  ,INDEPENDENCE,MO,64050,,,ARREST REPORT,,INCIDENT,DEP. C. GOLUBSKI,,,
23-01674,04/10/2023 0900,04/10/2023 0900,04/10/2023 1237,308 E MAIN ST  ,MOUND CITY,KS,66056,,,ARREST REPORT,,ARREST,DEP. D. HILL,,,
23-01674,04/10/2023 0900,04/10/2023 0900,04/10/2023 1237,308 E MAIN ST  ,MOUND CITY,KS,66056,,,ARREST REPORT,,ARREST,DEP. D. HILL,,,
23-01675,04/10/2023 1232,04/10/2023 1232,04/10/2023 1352,  COURTNEY ATHERTON RD  ,INDEPENDENCE,MO,64055,,,INFORMATION REPORT,,INCIDENT,Dep. Dalton Flores,1,,
23-01675,04/10/2023 1232,04/10/2023 1232,04/10/2023 1352,  COURTNEY ATHERTON RD  ,INDEPENDENCE,MO,64055,,,INFORMATION REPORT,,INCIDENT,Dep. Dalton Flores,1,,
23-01676,04/09/2023 1440,04/09/2023 1200,04/09/2023 1230,1300  CHERRY  ,KANSAS CITY,MO,64106,,,ASSAULT ON JCDC INMATE,13B,INCIDENT,Dep. J. Atty,,15,88
23-01676,04/09/2023 1440,04/09/2023 1200,04/09/2023 1230,1300  CHERRY  ,KANSAS CITY,MO,64106,,,ASSAULT ON JCDC INMATE,13B,INCIDENT,Dep. J. Atty,,15,88
23-01677,04/10/2023 1344,04/10/2023 1344,04/10/2023 1901,5270 W 40 HWY  ,BLUE SPRINGS,MO,64015,,,ROBBERY 1ST DEG W/ WEAPON,120,INVESTIGATIVE,Dep. Dalton Flores,2,41,88
23-01677,04/10/2023 1344,04/10/2023 1344,04/10/2023 1901,5270 W 40 HWY  ,BLUE SPRINGS,MO,64015,,,ROBBERY 1ST DEG W/ WEAPON,120,INVESTIGATIVE,Dep. Dalton Flores,2,41,88
23-01678,04/10/2023 1503,04/10/2023 1350,04/10/2023 1504,328  MAIN ST  ,PLATTE CITY,MO,64079,,,ARREST REPORT,90Z,ARREST,DEP. G. HESSENFLOW,,11,88
23-01678,04/10/2023 1503,04/10/2023 1350,04/10/2023 1504,328  MAIN ST  ,PLATTE CITY,MO,64079,,,ARREST REPORT,90Z,ARREST,DEP. G. HESSENFLOW,,11,88
23-01679,04/10/2023 1434,04/10/2023 1434,04/10/2023 1550,16803  ATHERTON RD  ,INDEPENDENCE,MO,64058,,,DEAD BODY,,INVESTIGATIVE,DEP. C. HEIN,1,,
23-01679,04/10/2023 1434,04/10/2023 1434,04/10/2023 1550,16803  ATHERTON RD  ,INDEPENDENCE,MO,64058,,,DEAD BODY,,INVESTIGATIVE,DEP. C. HEIN,1,,
23-01680,04/10/2023 1511,04/10/2023 0800,04/10/2023 1512,2121  COUNTY DR  ,COLUMBIA,MO,65202,,,ARREST REPORT,,ARREST,DEP. S. VANCAMP,,,
23-01680,04/10/2023 1511,04/10/2023 0800,04/10/2023 1512,2121  COUNTY DR  ,COLUMBIA,MO,65202,,,ARREST REPORT,,ARREST,DEP. S. VANCAMP,,,
23-01681,04/10/2023 1511,04/10/2023 0800,04/10/2023 1512,1100  LITTLEBY RD  ,MEXICO,MO,65265,,,ARREST REPORT,,ARREST,Dep. J. Beggs,,,
23-01681,04/10/2023 1511,04/10/2023 0800,04/10/2023 1512,1100  LITTLEBY RD  ,MEXICO,MO,65265,,,ARREST REPORT,,ARREST,Dep. J. Beggs,,,
23-01682,04/10/2023 1545,04/10/2023 1530,04/10/2023 1550,415 E 12TH STREET  ,KANSAS CITY,MO,64106,,,DOMESTIC ASSAULT,13B,INVESTIGATIVE,DEP. W. MCDONALD,,11,88
23-01682,04/10/2023 1545,04/10/2023 1530,04/10/2023 1550,415 E 12TH STREET  ,KANSAS CITY,MO,64106,,,DOMESTIC ASSAULT,13B,INVESTIGATIVE,DEP. W. MCDONALD,,11,88
23-01683,04/10/2023 1444,04/09/2023 1600,04/10/2023 1440,208  CALIFORNIA AVE  ,SIBLEY,MO,64088,,,PROPERTY DAMAGE,290,INVESTIGATIVE,DEP. C. HEIN,2,20,88
23-01683,04/10/2023 1444,04/09/2023 1600,04/10/2023 1440,208  CALIFORNIA AVE  ,SIBLEY,MO,64088,,,PROPERTY DAMAGE,290,INVESTIGATIVE,DEP. C. HEIN,2,20,88
23-01684,04/10/2023 1707,01/01/2022 1700,01/31/2022 1800,1300  CHERRY  ,KANSAS CITY,MO,64106,,,INFORMATION REPORT,90Z,INCIDENT,Dep. J. Atty,9,13,
23-01684,04/10/2023 1707,01/01/2022 1700,01/31/2022 1800,1300  CHERRY  ,KANSAS CITY,MO,64106,,,INFORMATION REPORT,90Z,INCIDENT,Dep. J. Atty,9,13,
23-01685,04/10/2023 1733,04/10/2023 1700,04/10/2023 1830,208  CALIFORNIA AVE  ,SIBLEY,MO,64088,,,FAILURE TO REGISTER AS A SEX OFFENDER,90Z,INVESTIGATIVE,DEP. C. HEIN,2,20,88
23-01685,04/10/2023 1733,04/10/2023 1700,04/10/2023 1830,208  CALIFORNIA AVE  ,SIBLEY,MO,64088,,,FAILURE TO REGISTER AS A SEX OFFENDER,90Z,INVESTIGATIVE,DEP. C. HEIN,2,20,88
23-01686,04/10/2023 1725,04/10/2023 1725,04/10/2023 1831,1107 W ELM ST  ,GREENWOOD,MO,64034,,,ASSAULT,13B,INCIDENT,DEP. C. BENNETT,8,20,88
23-01686,04/10/2023 1725,04/10/2023 1725,04/10/2023 1831,1107 W ELM ST  ,GREENWOOD,MO,64034,,,ASSAULT,13B,INCIDENT,DEP. C. BENNETT,8,20,88
23-01687,04/10/2023 2219,04/10/2023 2000,04/10/2023 2030,1300  CHERRY  ,KANSAS CITY,MO,64106,,,ASSAULT,13A,INVESTIGATIVE,Dep. K. Ford,9,15,88
23-01687,04/10/2023 2219,04/10/2023 2000,04/10/2023 2030,1300  CHERRY  ,KANSAS CITY,MO,64106,,,ASSAULT,13A,INVESTIGATIVE,Dep. K. Ford,9,15,88
23-01688,04/11/2023 0940,12/08/2022 0800,04/11/2023 0800,1315  LOCUST ST  100,KANSAS CITY,MO,64106,,,FAILURE TO REGISTER AS A SEX OFFENDER,90Z,INVESTIGATIVE,DEP. M. ESTRADA,,11,88
23-01688,04/11/2023 0940,12/08/2022 0800,04/11/2023 0800,1315  LOCUST ST  100,KANSAS CITY,MO,64106,,,FAILURE TO REGISTER AS A SEX OFFENDER,90Z,INVESTIGATIVE,DEP. M. ESTRADA,,11,88
23-01689,04/11/2023 0915,04/11/2023 0810,04/11/2023 0815,9708 S RANKIN DR  ,LONE JACK,MO,64070,,,INFORMATION REPORT,,INCIDENT,DEP. A. CORNELIUS,,,
23-01689,04/11/2023 0915,04/11/2023 0810,04/11/2023 0815,9708 S RANKIN DR  ,LONE JACK,MO,64070,,,INFORMATION REPORT,,INCIDENT,DEP. A. CORNELIUS,,,
23-01690,04/11/2023 1147,03/21/2023 1300,03/21/2023 1401,4001 NE LAKEWOOD WAY  ,LEES SUMMIT,MO,64064,,,STEALING,,INVESTIGATIVE,SGT. E. POSTLETHWAIT,,,
23-01690,04/11/2023 1147,03/21/2023 1300,03/21/2023 1401,4001 NE LAKEWOOD WAY  ,LEES SUMMIT,MO,64064,,,STEALING,,INVESTIGATIVE,SGT. E. POSTLETHWAIT,,,
23-01691,04/11/2023 1122,04/11/2023 1122,04/11/2023 1210,1315 E LOCUST STREET  ,KANSAS CITY,MO,,,,ARREST REPORT,,ARREST,DEP. J. MURPHY,,,
23-01691,04/11/2023 1122,04/11/2023 1122,04/11/2023 1210,1315 E LOCUST STREET  ,KANSAS CITY,MO,,,,ARREST REPORT,,ARREST,DEP. J. MURPHY,,,
23-01692,04/11/2023 1253,04/11/2023 0900,04/11/2023 1254,3601 E 25TH ST  ,LAWRENCE,KS,66046,,,ARREST REPORT,,ARREST,Dep. J. Beggs,,,
23-01692,04/11/2023 1253,04/11/2023 0900,04/11/2023 1254,3601 E 25TH ST  ,LAWRENCE,KS,66046,,,ARREST REPORT,,ARREST,Dep. J. Beggs,,,
23-01693,04/11/2023 1310,04/11/2023 0800,04/11/2023 1311,619 N OSAGE  ,TIPTON,MO,65081,,,ARREST REPORT,,ARREST,DEP. G. HESSENFLOW,,,
23-01693,04/11/2023 1310,04/11/2023 0800,04/11/2023 1311,619 N OSAGE  ,TIPTON,MO,65081,,,ARREST REPORT,,ARREST,DEP. G. HESSENFLOW,,,
23-01694,04/11/2023 1159,04/11/2023 1201,04/11/2023 1310,26305  MILTON THOMPSON RD  ,LEES SUMMIT,,,,,INFORMATION REPORT,,INCIDENT,DEP. A. CORNELIUS,,,
23-01694,04/11/2023 1159,04/11/2023 1201,04/11/2023 1310,26305  MILTON THOMPSON RD  ,LEES SUMMIT,,,,,INFORMATION REPORT,,INCIDENT,DEP. A. CORNELIUS,,,
23-01695,04/11/2023 1319,04/11/2023 0902,04/11/2023 1319,501 SE 8TH AVE  ,TOPEKA,KS,66607,,,ARREST REPORT,,ARREST,DEP. S. VANCAMP,,,
23-01695,04/11/2023 1319,04/11/2023 0902,04/11/2023 1319,501 SE 8TH AVE  ,TOPEKA,KS,66607,,,ARREST REPORT,,ARREST,DEP. S. VANCAMP,,,
23-01696,04/11/2023 1307,04/11/2023 1307,04/11/2023 1333,308 W KANSAS  ,INDEPENDENCE,MO,64050,,,ARREST REPORT,,ARREST,DEP. A. MORRIS,,,
23-01696,04/11/2023 1307,04/11/2023 1307,04/11/2023 1333,308 W KANSAS  ,INDEPENDENCE,MO,64050,,,ARREST REPORT,,ARREST,DEP. A. MORRIS,,,
23-01697,04/11/2023 1309,04/11/2023 1300,04/11/2023 1325,415 E 12TH STREET  ,KANSAS CITY,MO,64106,,,INFORMATION REPORT,,INCIDENT,DEP. W. MCDONALD,9,,
23-01697,04/11/2023 1309,04/11/2023 1300,04/11/2023 1325,415 E 12TH STREET  ,KANSAS CITY,MO,64106,,,INFORMATION REPORT,,INCIDENT,DEP. W. MCDONALD,9,,
23-01698,04/11/2023 1503,04/11/2023 1430,04/11/2023 1505,1001  HEROES WAY  ,SUGAR CREEK,MO,64053,,,ARREST REPORT,,ARREST,DEP. G. HESSENFLOW,,,
23-01698,04/11/2023 1503,04/11/2023 1430,04/11/2023 1505,1001  HEROES WAY  ,SUGAR CREEK,MO,64053,,,ARREST REPORT,,ARREST,DEP. G. HESSENFLOW,,,
23-01699,04/11/2023 1509,04/11/2023 1430,04/11/2023 1509,1001  HEROS WAY  ,SUGAR CREEK,MO,64053,,,ARREST REPORT,,ARREST,DEP. S. VANCAMP,,,
23-01699,04/11/2023 1509,04/11/2023 1430,04/11/2023 1509,1001  HEROS WAY  ,SUGAR CREEK,MO,64053,,,ARREST REPORT,,ARREST,DEP. S. VANCAMP,,,
23-01700,04/11/2023 1516,04/11/2023 1516,04/11/2023 1530,1315  LOCUST ST  ,KANSAS CITY,MO,64106,,,ARREST REPORT,,ARREST,DEP. M. SEWARD,9,,
23-01700,04/11/2023 1516,04/11/2023 1516,04/11/2023 1530,1315  LOCUST ST  ,KANSAS CITY,MO,64106,,,ARREST REPORT,,ARREST,DEP. M. SEWARD,9,,
23-01701,04/11/2023 1447,04/11/2023 1445,04/11/2023 1515,29210 E EASLEY DR  ,LEES SUMMIT,MO,,,,INFORMATION REPORT,,INCIDENT,DEP. A. CORNELIUS,,,
23-01701,04/11/2023 1447,04/11/2023 1445,04/11/2023 1515,29210 E EASLEY DR  ,LEES SUMMIT,MO,,,,INFORMATION REPORT,,INCIDENT,DEP. A. CORNELIUS,,,
23-01702,04/11/2023 1514,04/09/2023 0000,04/11/2023 1550,1702  LAUREL AVE  ,KANSAS CITY,MO,64126,,,RECOVERED STOLEN AUTO,90Z,INVESTIGATIVE,DEP. C. HEIN,5,10,99
