Report Number,Report Date,Occurred From,Occurred To,Address,City,State,ZIP,Latitude,Longitude,Offense,NIBRS Code,Office Status,Reporting Officer Name,District,(9) Location Type,(8a) Bias Motivated Crime
23-03092,07/03/2023 1415,07/03/2023 1215,07/03/2023 1416,2501  MECHANIC ST  ,HARRISONVILLE,MO,64701,,,ARREST REPORT,,ARREST,Dep. J. Beggs,,,
23-03092,07/03/2023 1415,07/03/2023 1215,07/03/2023 1416,2501  MECHANIC ST  ,HARRISONVILLE,MO,64701,,,ARREST REPORT,,ARREST,Dep. J. Beggs,,,
23-03093,07/03/2023 1348,07/03/2023 1300,07/03/2023 1500,  DEAD END OF SELVEY RD  ,LAKE JACOMO PARK,MO,64064,,,INFORMATION REPORT,,INCIDENT,DEP. C. STEWART,3,,
23-03093,07/03/2023 1348,07/03/2023 1300,07/03/2023 1500,  DEAD END OF SELVEY RD  ,LAKE JACOMO PARK,MO,64064,,,INFORMATION REPORT,,INCIDENT,DEP. C. STEWART,3,,
23-03094,07/03/2023 1524,07/03/2023 1524,07/03/2023 1538,1315 E LOCUST STREET  ,KANSAS CITY,MO,64106,,,ARREST REPORT,,ARREST,Dep. M. Banks,9,,
23-03094,07/03/2023 1524,07/03/2023 1524,07/03/2023 1538,1315 E LOCUST STREET  ,KANSAS CITY,MO,64106,,,ARREST REPORT,,ARREST,Dep. M. Banks,9,,
23-03095,07/03/2023 1526,07/03/2023 1526,07/03/2023 1609,1931  McKINLEY AVE  ,INDEPENDENCE,MO,64126,,,ASSAULT 1ST DEGREE OR ATTEMPT,13A,INVESTIGATIVE,DEP. J. DAVIDSON,5,20,88
23-03095,07/03/2023 1526,07/03/2023 1526,07/03/2023 1609,1931  McKINLEY AVE  ,INDEPENDENCE,MO,64126,,,ASSAULT 1ST DEGREE OR ATTEMPT,13A,INVESTIGATIVE,DEP. J. DAVIDSON,5,20,88
23-03096,07/03/2023 1605,07/02/2023 1900,07/03/2023 0930,4001 NE LAKEWOOD CT  ,LEES SUMMIT,MO,64064,,,STEALING,23H,INVESTIGATIVE,Dep. J. Berryman,,20,88
23-03096,07/03/2023 1605,07/02/2023 1900,07/03/2023 0930,4001 NE LAKEWOOD CT  ,LEES SUMMIT,MO,64064,,,STEALING,23H,INVESTIGATIVE,Dep. J. Berryman,,20,88
23-03097,07/03/2023 1354,07/03/2023 1529,07/03/2023 1600,118210 E UNION SCHOOL RD  ,INDEPENDENCE,,,,,INFORMATION REPORT,,INCIDENT,DEP. A. CORNELIUS,1,,
23-03097,07/03/2023 1354,07/03/2023 1529,07/03/2023 1600,118210 E UNION SCHOOL RD  ,INDEPENDENCE,,,,,INFORMATION REPORT,,INCIDENT,DEP. A. CORNELIUS,1,,
23-03098,07/03/2023 1624,07/03/2023 1600,07/03/2023 1625,18813 E MANOR DR  ,INDEPENDENCE,MO,64058,,,INFORMATION REPORT,,INCIDENT,DEP. C. STEWART,1,,
23-03098,07/03/2023 1624,07/03/2023 1600,07/03/2023 1625,18813 E MANOR DR  ,INDEPENDENCE,MO,64058,,,INFORMATION REPORT,,INCIDENT,DEP. C. STEWART,1,,
23-03099,07/03/2023 1857,06/26/2023 0001,06/26/2023 2359,1300  CHERRY  ,KANSAS CITY,MO,64106,,,FRAUDULENT USE OF A CREDIT/DEBIT DEVICE,26B,INVESTIGATIVE,Dep. J. Atty,,24,88
23-03099,07/03/2023 1857,06/26/2023 0001,06/26/2023 2359,1300  CHERRY  ,KANSAS CITY,MO,64106,,,FRAUDULENT USE OF A CREDIT/DEBIT DEVICE,26B,INVESTIGATIVE,Dep. J. Atty,,24,88
23-03100,07/03/2023 1951,07/03/2023 1951,07/03/2023 2030,1851 NE LAKE RIDGE DR  ,LEES SUMMIT,MO,64086,,,CIT REFERRAL,,INCIDENT,Dep. K. Ford,7,,
23-03100,07/03/2023 1951,07/03/2023 1951,07/03/2023 2030,1851 NE LAKE RIDGE DR  ,LEES SUMMIT,MO,64086,,,CIT REFERRAL,,INCIDENT,Dep. K. Ford,7,,
23-03101,07/03/2023 2102,07/03/2023 2102,07/03/2023 2230,301 NW GREGORY BLVD  ,LEES SUMMIT,MO,64064,,,INFORMATION REPORT,,INCIDENT,Dep. K. Ford,9,,
23-03101,07/03/2023 2102,07/03/2023 2102,07/03/2023 2230,301 NW GREGORY BLVD  ,LEES SUMMIT,MO,64064,,,INFORMATION REPORT,,INCIDENT,Dep. K. Ford,9,,
23-03102,07/03/2023 2123,07/03/2023 2123,07/03/2023 2234,1011  LAKE SHORE DR  ,TARSNEY LAKES,MO,64075,,,INFORMATION REPORT,,INCIDENT,Dep. J. Deal,3,,
23-03102,07/03/2023 2123,07/03/2023 2123,07/03/2023 2234,1011  LAKE SHORE DR  ,TARSNEY LAKES,MO,64075,,,INFORMATION REPORT,,INCIDENT,Dep. J. Deal,3,,
23-03103,07/04/2023 0120,07/04/2023 0120,07/04/2023 0538,9419  TIMBER MEADOWS DR  ,LEES SUMMIT,MO,64064,,,MISSING PERSON- ADULT,,INCIDENT,DEP. A. WILBANKS,3,,
23-03103,07/04/2023 0120,07/04/2023 0120,07/04/2023 0538,9419  TIMBER MEADOWS DR  ,LEES SUMMIT,MO,64064,,,MISSING PERSON- ADULT,,INCIDENT,DEP. A. WILBANKS,3,,
23-03104,07/04/2023 0648,07/04/2023 0648,,2950 S DILLINGHAM RD  ,GRAIN VALLEY,MO,64029,,,STEALING - MOTOR VEHICLE/WATERCRAFT/AIRCRAFT,240,INCIDENT,DEP. T. HERRMANN,3,13,88
23-03104,07/04/2023 0648,07/04/2023 0648,,2950 S DILLINGHAM RD  ,GRAIN VALLEY,MO,64029,,,STEALING - MOTOR VEHICLE/WATERCRAFT/AIRCRAFT,240,INCIDENT,DEP. T. HERRMANN,3,13,88
23-03105,07/04/2023 0751,06/23/2023 0000,07/04/2023 0751,8312 E 23RD ST  ,KANSAS CITY,MO,64129,,,PROPERTY RECOVERY,,INVESTIGATIVE,DEP. C. HEIN,5,,
23-03105,07/04/2023 0751,06/23/2023 0000,07/04/2023 0751,8312 E 23RD ST  ,KANSAS CITY,MO,64129,,,PROPERTY RECOVERY,,INVESTIGATIVE,DEP. C. HEIN,5,,
23-03106,07/04/2023 0840,07/04/2023 0000,07/04/2023 0935,  23RD ST/STARK  ,KANSAS CITY,MO,64129,,,RECOVERED STOLEN AUTO,90Z,INVESTIGATIVE,DEP. C. HEIN,10,13,99
23-03106,07/04/2023 0840,07/04/2023 0000,07/04/2023 0935,  23RD ST/STARK  ,KANSAS CITY,MO,64129,,,RECOVERED STOLEN AUTO,90Z,INVESTIGATIVE,DEP. C. HEIN,10,13,99
23-03107,07/04/2023 0936,07/04/2023 0936,07/04/2023 1018,  18TH ST N/PONCA  ,INDEPENDENCE,MO,64058,,,INFORMATION REPORT,,INCIDENT,DEP. J. DAVIDSON,1,,
23-03107,07/04/2023 0936,07/04/2023 0936,07/04/2023 1018,  18TH ST N/PONCA  ,INDEPENDENCE,MO,64058,,,INFORMATION REPORT,,INCIDENT,DEP. J. DAVIDSON,1,,
23-03108,07/04/2023 0945,07/03/2023 1245,07/03/2023 1300,301 NW GREGORY BLVD  ,LEES SUMMIT,MO,64064,,,SEXUAL ABUSE - 2ND DEGREE,11D,INVESTIGATIVE,DEP. C. STEWART,3,,
23-03108,07/04/2023 0945,07/03/2023 1245,07/03/2023 1300,301 NW GREGORY BLVD  ,LEES SUMMIT,MO,64064,,,SEXUAL ABUSE - 2ND DEGREE,11D,INVESTIGATIVE,DEP. C. STEWART,3,,
23-03109,07/04/2023 0927,07/04/2023 0900,07/04/2023 0927,34903 E HENDRICKS RD  ,LAKE LOTAWANA,MO,64070,,,INFORMATION REPORT,,INCIDENT,DEP. A. CORNELIUS,4,,
23-03109,07/04/2023 0927,07/04/2023 0900,07/04/2023 0927,34903 E HENDRICKS RD  ,LAKE LOTAWANA,MO,64070,,,INFORMATION REPORT,,INCIDENT,DEP. A. CORNELIUS,4,,
23-03110,07/04/2023 1032,07/04/2023 1032,07/04/2023 1104,4001 NE LAKEWOOD CT  ,LEES SUMMIT,MO,64064,,,STEALING,23F,INCIDENT,DEP. T. HERRMANN,3,50,88
23-03110,07/04/2023 1032,07/04/2023 1032,07/04/2023 1104,4001 NE LAKEWOOD CT  ,LEES SUMMIT,MO,64064,,,"THEFT,STEALING OF ANY FIREARM",,INCIDENT,DEP. T. HERRMANN,3,,
23-03110,07/04/2023 1032,07/04/2023 1032,07/04/2023 1104,4001 NE LAKEWOOD CT  ,LEES SUMMIT,MO,64064,,,"THEFT,STEALING OF ANY FIREARM",,INCIDENT,DEP. T. HERRMANN,3,,
23-03110,07/04/2023 1032,07/04/2023 1032,07/04/2023 1104,4001 NE LAKEWOOD CT  ,LEES SUMMIT,MO,64064,,,STEALING,23F,INCIDENT,DEP. T. HERRMANN,3,50,88
23-03111,07/04/2023 1148,07/04/2023 1148,07/04/2023 1254,301 NW GREGORY BLVD  ,LEES SUMMIT,MO,64064,,,MISSING PERSON - JUVENILE,,INCIDENT,DEP. T. HERRMANN,3,,
23-03111,07/04/2023 1148,07/04/2023 1148,07/04/2023 1254,301 NW GREGORY BLVD  ,LEES SUMMIT,MO,64064,,,MISSING PERSON - JUVENILE,,INCIDENT,DEP. T. HERRMANN,3,,
23-03112,07/04/2023 1210,06/27/2023 0000,07/04/2023 1335,2109  ASHLAND AVE  ,KANSAS CITY,MO,64129,,,ARREST REPORT,90Z,INVESTIGATIVE,DEP. C. HEIN,5,25,99
23-03112,07/04/2023 1210,06/27/2023 0000,07/04/2023 1335,2109  ASHLAND AVE  ,KANSAS CITY,MO,64129,,,TAMPERING 1ST DEGREE,280,INVESTIGATIVE,DEP. C. HEIN,5,13,88
23-03112,07/04/2023 1210,06/27/2023 0000,07/04/2023 1335,2109  ASHLAND AVE  ,KANSAS CITY,MO,64129,,,POSSESS DRUG PARAPHERNALIA,35A,INVESTIGATIVE,DEP. C. HEIN,5,13,88
23-03112,07/04/2023 1210,06/27/2023 0000,07/04/2023 1335,2109  ASHLAND AVE  ,KANSAS CITY,MO,64129,,,TAMPERING 1ST DEGREE,280,INVESTIGATIVE,DEP. C. HEIN,5,13,88
23-03112,07/04/2023 1210,06/27/2023 0000,07/04/2023 1335,2109  ASHLAND AVE  ,KANSAS CITY,MO,64129,,,POSSESS DRUG PARAPHERNALIA,35A,INVESTIGATIVE,DEP. C. HEIN,5,13,88
23-03112,07/04/2023 1210,06/27/2023 0000,07/04/2023 1335,2109  ASHLAND AVE  ,KANSAS CITY,MO,64129,,,ARREST REPORT,90Z,INVESTIGATIVE,DEP. C. HEIN,5,25,99
23-03113,07/04/2023 1250,07/04/2023 1013,07/04/2023 1352,1814 N HARTFORD RD  ,INDEPENDENCE,MO,64058,,,INFORMATION REPORT,,INCIDENT,DEP. J. DAVIDSON,,,
23-03113,07/04/2023 1250,07/04/2023 1013,07/04/2023 1352,1814 N HARTFORD RD  ,INDEPENDENCE,MO,64058,,,INFORMATION REPORT,,INCIDENT,DEP. J. DAVIDSON,,,
23-03114,07/04/2023 1902,07/04/2023 1902,07/04/2023 2000,12422 S BUCKNER TARSNEY RD  ,LONE JACK,MO,64070,,,INFORMATION REPORT,,INCIDENT,Dep. K. Ford,4,,
23-03114,07/04/2023 1902,07/04/2023 1902,07/04/2023 2000,12422 S BUCKNER TARSNEY RD  ,LONE JACK,MO,64070,,,INFORMATION REPORT,,INCIDENT,Dep. K. Ford,4,,
23-03115,07/04/2023 2036,07/04/2023 2036,07/04/2023 2114,2003  PLYMOUTH RD  ,INDEPENDENCE,MO,64058,,,ASSAULT,13B,INCIDENT,DEP. A. WILBANKS,1,20,88
23-03115,07/04/2023 2036,07/04/2023 2036,07/04/2023 2114,2003  PLYMOUTH RD  ,INDEPENDENCE,MO,64058,,,ASSAULT,13B,INCIDENT,DEP. A. WILBANKS,1,20,88
23-03116,07/04/2023 2124,07/04/2023 2124,07/04/2023 2203,18605 E 18TH ST N  ,INDEPENDENCE,MO,64058,,,INFORMATION REPORT,,INCIDENT,DEP. A. WILBANKS,1,,
23-03116,07/04/2023 2124,07/04/2023 2124,07/04/2023 2203,18605 E 18TH ST N  ,INDEPENDENCE,MO,64058,,,INFORMATION REPORT,,INCIDENT,DEP. A. WILBANKS,1,,
23-03117,07/04/2023 2128,07/04/2023 2128,07/04/2023 2200,4710 N ADAMS RD  ,INDEPENDENCE,MO,64058,,,INFORMATION REPORT,,INCIDENT,DEP. D. ATKINS,2,,
23-03117,07/04/2023 2128,07/04/2023 2128,07/04/2023 2200,4710 N ADAMS RD  ,INDEPENDENCE,MO,64058,,,INFORMATION REPORT,,INCIDENT,DEP. D. ATKINS,2,,
23-03118,07/04/2023 2229,07/04/2023 2210,07/04/2023 2300,1305  7 HWY  ,BLUE SPRINGS,MO,64014,,,INFORMATION REPORT,,INCIDENT,DEP. J. SOUDERS,,,
23-03118,07/04/2023 2229,07/04/2023 2210,07/04/2023 2300,1305  7 HWY  ,BLUE SPRINGS,MO,64014,,,INFORMATION REPORT,,INCIDENT,DEP. J. SOUDERS,,,
23-03119,07/04/2023 2212,07/04/2023 2212,07/04/2023 2300,19014 E 19TH ST CT  ,INDEPENDENCE,MO,64058,,,INFORMATION REPORT,,INCIDENT,DEP. A. WILBANKS,1,,
23-03119,07/04/2023 2212,07/04/2023 2212,07/04/2023 2300,19014 E 19TH ST CT  ,INDEPENDENCE,MO,64058,,,INFORMATION REPORT,,INCIDENT,DEP. A. WILBANKS,1,,
23-03120,07/04/2023 2108,07/04/2023 2106,07/04/2023 2300,22904 E MABEL ST  ,INDEPENDENCE,MO,64058,,,INFORMATION REPORT,90Z,INCIDENT,DEP. D. ATKINS,2,20,88
23-03120,07/04/2023 2108,07/04/2023 2106,07/04/2023 2300,22904 E MABEL ST  ,INDEPENDENCE,MO,64058,,,INFORMATION REPORT,90Z,INCIDENT,DEP. D. ATKINS,2,20,88
23-03121,07/04/2023 2012,07/04/2023 2012,07/05/2023 0200,34903 E HENDRICKS RD  ,JACKSON COUNTY,MO,64070,,,VIOL ORDER PROTECTION FOR ADULT,90Z,INVESTIGATIVE,Dep. K. Ford,4,,
23-03121,07/04/2023 2012,07/04/2023 2012,07/05/2023 0200,34903 E HENDRICKS RD  ,JACKSON COUNTY,MO,64070,,,UNLAWFUL POSSESSION OF A FIREARM,520,INVESTIGATIVE,Dep. K. Ford,4,20,88
23-03121,07/04/2023 2012,07/04/2023 2012,07/05/2023 0200,34903 E HENDRICKS RD  ,JACKSON COUNTY,MO,64070,,,STEALING - ALL OTHER PROPERTY UNDER 570.030.5 (3),23H,INVESTIGATIVE,Dep. K. Ford,4,20,88
23-03121,07/04/2023 2012,07/04/2023 2012,07/05/2023 0200,34903 E HENDRICKS RD  ,JACKSON COUNTY,MO,64070,,,UNLAWFUL USE OF WEAPON,520,INVESTIGATIVE,Dep. K. Ford,4,20,88
23-03121,07/04/2023 2012,07/04/2023 2012,07/05/2023 0200,34903 E HENDRICKS RD  ,JACKSON COUNTY,MO,64070,,,VIOL ORDER PROTECTION FOR ADULT,90Z,INVESTIGATIVE,Dep. K. Ford,4,,
23-03121,07/04/2023 2012,07/04/2023 2012,07/05/2023 0200,34903 E HENDRICKS RD  ,JACKSON COUNTY,MO,64070,,,UNLAWFUL POSSESSION OF A FIREARM,520,INVESTIGATIVE,Dep. K. Ford,4,20,88
23-03121,07/04/2023 2012,07/04/2023 2012,07/05/2023 0200,34903 E HENDRICKS RD  ,JACKSON COUNTY,MO,64070,,,STEALING - ALL OTHER PROPERTY UNDER 570.030.5 (3),23H,INVESTIGATIVE,Dep. K. Ford,4,20,88
23-03121,07/04/2023 2012,07/04/2023 2012,07/05/2023 0200,34903 E HENDRICKS RD  ,JACKSON COUNTY,MO,64070,,,UNLAWFUL USE OF WEAPON,520,INVESTIGATIVE,Dep. K. Ford,4,20,88
23-03122,07/04/2023 2337,07/04/2023 2349,07/05/2023 0048,  COLBERN/STILLHOUSE  ,OAK GROVE,MO,64075,,,TOWED VEHICLE REPORT,,INCIDENT,Dep. G.Pasalich,3,,
23-03122,07/04/2023 2337,07/04/2023 2349,07/05/2023 0048,  COLBERN/STILLHOUSE  ,OAK GROVE,MO,64075,,,TOWED VEHICLE REPORT,,INCIDENT,Dep. G.Pasalich,3,,
23-03123,07/05/2023 0101,07/05/2023 0101,07/05/2023 0102,8301 E TRUMAN RD  ,KANSAS CITY,MO,64126,,,INFORMATION REPORT,,INCIDENT,SGT. N. TRASK,5,,
23-03123,07/05/2023 0101,07/05/2023 0101,07/05/2023 0102,8301 E TRUMAN RD  ,KANSAS CITY,MO,64126,,,INFORMATION REPORT,,INCIDENT,SGT. N. TRASK,5,,
23-03124,07/05/2023 0831,,,    ,,,,,,,,,SGT. P. COLE,,,
23-03124,07/05/2023 0831,,,    ,,,,,,,,,SGT. P. COLE,,,
23-03125,07/05/2023 0840,07/05/2023 0835,07/05/2023 0840,  COLBERN RD AND WINDSOR  ,LEES SUMMIT,MO,64086,,,"ABANDONED, WRECKED, DAMAGED, DISABLED VEHICLES",,INCIDENT,DEP. D. RUFFIN,4,,
23-03125,07/05/2023 0840,07/05/2023 0835,07/05/2023 0840,  COLBERN RD AND WINDSOR  ,LEES SUMMIT,MO,64086,,,"ABANDONED, WRECKED, DAMAGED, DISABLED VEHICLES",,INCIDENT,DEP. D. RUFFIN,4,,
23-03126,07/05/2023 1025,07/05/2023 1025,,    ,,,,,,FAILURE TO REGISTER AS A SEX OFFENDER,,INVESTIGATIVE,SGT. P. COLE,,,
23-03126,07/05/2023 1025,07/05/2023 1025,,    ,,,,,,FAILURE TO REGISTER AS A SEX OFFENDER,,INVESTIGATIVE,SGT. P. COLE,,,
23-03127,07/05/2023 1153,,,    ,,,,,,,,,SGT. P. COLE,,,
23-03127,07/05/2023 1153,,,    ,,,,,,,,,SGT. P. COLE,,,
23-03128,07/05/2023 1308,07/05/2023 0900,07/05/2023 1342,101  KANSAS  AVE  ,OLATHE,KS,66061,,,ARREST REPORT,,ARREST,Civ. R. Zambrano,,,
23-03128,07/05/2023 1308,07/05/2023 0900,07/05/2023 1342,101  KANSAS  AVE  ,OLATHE,KS,66061,,,ARREST REPORT,,ARREST,Civ. R. Zambrano,,,
23-03129,07/05/2023 1308,07/05/2023 0900,07/05/2023 1350,101  KANSAS  AVE  ,OLATHE,KS,66061,,,ARREST REPORT,,ARREST,Civ. R. Zambrano,,,
23-03129,07/05/2023 1308,07/05/2023 0900,07/05/2023 1350,101  KANSAS  AVE  ,OLATHE,KS,66061,,,ARREST REPORT,,ARREST,Civ. R. Zambrano,,,
23-03130,07/05/2023 1309,07/05/2023 0900,07/05/2023 1358,101  KANSAS  AVE  ,OLATHE,KS,66061,,,ARREST REPORT,,ARREST,Civ. R. Zambrano,,,
23-03130,07/05/2023 1309,07/05/2023 0900,07/05/2023 1358,101  KANSAS  AVE  ,OLATHE,KS,66061,,,ARREST REPORT,,ARREST,Civ. R. Zambrano,,,
23-03131,07/05/2023 1309,07/05/2023 0900,07/05/2023 1407,101  KANSAS  ,OLATHE,KS,66061,,,ARREST REPORT,,ARREST,Civ. R. Zambrano,,,
23-03131,07/05/2023 1309,07/05/2023 0900,07/05/2023 1407,101  KANSAS  ,OLATHE,KS,66061,,,ARREST REPORT,,ARREST,Civ. R. Zambrano,,,
23-03132,07/05/2023 1421,07/05/2023 0800,07/05/2023 1422,5100  ST RTE EE  ,SPRINGFIELD,MO,65802,,,ARREST REPORT,,ARREST,DEP. G. HESSENFLOW,,,
23-03132,07/05/2023 1421,07/05/2023 0800,07/05/2023 1422,5100  ST RTE EE  ,SPRINGFIELD,MO,65802,,,ARREST REPORT,,ARREST,DEP. G. HESSENFLOW,,,
23-03133,07/05/2023 1357,07/05/2023 1345,07/05/2023 1348,33012 E R D MIZE RD  ,GRAIN VALLEY,MO,64029,,,INFORMATION REPORT,,INCIDENT,DEP. D. RUFFIN,2,,
23-03133,07/05/2023 1357,07/05/2023 1345,07/05/2023 1348,33012 E R D MIZE RD  ,GRAIN VALLEY,MO,64029,,,INFORMATION REPORT,,INCIDENT,DEP. D. RUFFIN,2,,
23-03134,07/05/2023 1536,07/05/2023 0000,11/13/2023 1427,1315  LOCUST  100,KANSAS CITY,MO,64106,,,FAILURE TO REGISTER AS A SEX OFFENDER,,INVESTIGATIVE,SGT. P. COLE,,,
23-03134,07/05/2023 1536,07/05/2023 0000,11/13/2023 1427,1315  LOCUST  100,KANSAS CITY,MO,64106,,,FAILURE TO REGISTER AS A SEX OFFENDER,,INVESTIGATIVE,SGT. P. COLE,,,
23-03135,07/05/2023 1618,07/05/2023 1618,07/05/2023 1625,415 E 12TH STREET  ,KANSAS CITY,MO,64106,,,INFORMATION REPORT,,INCIDENT,DEP. W. MCDONALD,,,
23-03135,07/05/2023 1618,07/05/2023 1618,07/05/2023 1625,415 E 12TH STREET  ,KANSAS CITY,MO,64106,,,INFORMATION REPORT,,INCIDENT,DEP. W. MCDONALD,,,
23-03136,07/05/2023 1626,07/05/2023 1100,07/05/2023 1300,1315  LOCUST TER ,KANSAS CITY,MO,64105,,,INFORMATION REPORT,,INACTIVE,SGT. P. COLE,,,
23-03136,07/05/2023 1626,07/05/2023 1100,07/05/2023 1300,1315  LOCUST TER ,KANSAS CITY,MO,64105,,,INFORMATION REPORT,,INACTIVE,SGT. P. COLE,,,
23-03137,07/05/2023 0919,07/05/2023 0919,07/05/2023 2000,  RAYTOWN RD/BR  ,KANSAS CITY,,,,,"ABANDONED, WRECKED, DAMAGED, DISABLED VEHICLES",,INCIDENT,SGT. D. BARNES,,,
23-03137,07/05/2023 0919,07/05/2023 0919,07/05/2023 2000,  RAYTOWN RD/BR  ,KANSAS CITY,,,,,RECOVERED STOLEN AUTO,,INCIDENT,SGT. D. BARNES,,,
23-03137,07/05/2023 0919,07/05/2023 0919,07/05/2023 2000,  RAYTOWN RD/BR  ,KANSAS CITY,,,,,RECOVERED STOLEN AUTO,,INCIDENT,SGT. D. BARNES,,,
23-03137,07/05/2023 0919,07/05/2023 0919,07/05/2023 2000,  RAYTOWN RD/BR  ,KANSAS CITY,,,,,"ABANDONED, WRECKED, DAMAGED, DISABLED VEHICLES",,INCIDENT,SGT. D. BARNES,,,
23-03138,07/05/2023 1714,07/04/2023 1200,07/04/2023 1400, NE LAKE RIDGE  ,BLUE SPRINGS,MO,64064,,,STEALING,23F,INVESTIGATIVE,Dep. M. Wicks,3,50,88
23-03138,07/05/2023 1714,07/04/2023 1200,07/04/2023 1400, NE LAKE RIDGE  ,BLUE SPRINGS,MO,64064,,,STEALING,23F,INVESTIGATIVE,Dep. M. Wicks,3,50,88
23-03139,07/05/2023 1919,07/05/2023 1145,07/05/2023 1700,4711 N HUNTER RD  ,SIBLEY,MO,64088,,,STEALING - $750 OR MORE,26A,INVESTIGATIVE,Dep. M. Huff,2,20,88
23-03139,07/05/2023 1919,07/05/2023 1145,07/05/2023 1700,4711 N HUNTER RD  ,SIBLEY,MO,64088,,,STEALING - $750 OR MORE,26A,INVESTIGATIVE,Dep. M. Huff,2,20,88
23-03140,07/05/2023 2054,07/05/2023 1800,07/05/2023 2111,29803 E AA HWY  ,BLUE SPRINGS,MO,64014,,,INFORMATION REPORT,90Z,INCIDENT,Dep. Coby,,20,88
23-03140,07/05/2023 2054,07/05/2023 1800,07/05/2023 2111,29803 E AA HWY  ,BLUE SPRINGS,MO,64014,,,INFORMATION REPORT,90Z,INCIDENT,Dep. Coby,,20,88
23-03141,07/05/2023 2045,07/05/2023 2045,07/05/2023 2245,  E HAPPY HOLLOW/PERRIN RD  ,SIBLEY,MO,64088,,,INFORMATION REPORT,,INCIDENT,Dep. M. Huff,2,,
23-03141,07/05/2023 2045,07/05/2023 2045,07/05/2023 2245,  E HAPPY HOLLOW/PERRIN RD  ,SIBLEY,MO,64088,,,INFORMATION REPORT,,INCIDENT,Dep. M. Huff,2,,
23-03142,07/05/2023 2150,07/03/2023 1700,07/05/2023 1700,18000 N KENTUCKY RD  ,INDEPENDENCE,MO,64058,,,ASSAULT,13B,INVESTIGATIVE,DEP. P. LY,1,44,88
23-03142,07/05/2023 2150,07/03/2023 1700,07/05/2023 1700,18000 N KENTUCKY RD  ,INDEPENDENCE,MO,64058,,,ENDANGERING THE WELFARE OF A CHILD,,INVESTIGATIVE,DEP. P. LY,1,,
23-03142,07/05/2023 2150,07/03/2023 1700,07/05/2023 1700,18000 N KENTUCKY RD  ,INDEPENDENCE,MO,64058,,,ENDANGERING THE WELFARE OF A CHILD,,INVESTIGATIVE,DEP. P. LY,1,,
23-03142,07/05/2023 2150,07/03/2023 1700,07/05/2023 1700,18000 N KENTUCKY RD  ,INDEPENDENCE,MO,64058,,,ASSAULT,13B,INVESTIGATIVE,DEP. P. LY,1,44,88
23-03143,07/05/2023 2317,07/05/2023 2317,07/05/2023 2342,18606 E 20TH TER N  ,INDEPENDENCE,MO,64058,,,INFORMATION REPORT,,INCIDENT,Dep. G.Pasalich,1,,
23-03143,07/05/2023 2317,07/05/2023 2317,07/05/2023 2342,18606 E 20TH TER N  ,INDEPENDENCE,MO,64058,,,INFORMATION REPORT,,INCIDENT,Dep. G.Pasalich,1,,
23-03144,07/06/2023 0435,07/06/2023 0435,07/06/2023 0600,  40/STADIUM  ,KANSAS CITY,MO,64128,,,DRIVING WHILE LICENSE SUSPENDED / REVOKED,90Z,INCIDENT,Dep. Coby,,13,88
23-03144,07/06/2023 0435,07/06/2023 0435,07/06/2023 0600,  40/STADIUM  ,KANSAS CITY,MO,64128,,,DRIVING WHILE LICENSE SUSPENDED / REVOKED,90Z,INCIDENT,Dep. Coby,,13,88
23-03145,07/06/2023 0447,07/06/2023 0400,07/06/2023 0550,308  14TH AVE N  ,GREENWOOD,MO,64034,,,ASSAULT,13B,INCIDENT,Dep. M. Huff,,20,88
23-03145,07/06/2023 0447,07/06/2023 0400,07/06/2023 0550,308  14TH AVE N  ,GREENWOOD,MO,64034,,,ASSAULT,13B,INCIDENT,Dep. M. Huff,,20,88
23-03146,07/06/2023 0752,07/05/2023 0900,07/06/2023 0715,40002  JW CUMMINS RD  ,OAK GROVE,MO,64075,,,STEALING - MOTOR VEHICLE/WATERCRAFT/AIRCRAFT,23H,INVESTIGATIVE,DEP. D. RUFFIN,3,46,88
23-03146,07/06/2023 0752,07/05/2023 0900,07/06/2023 0715,40002  JW CUMMINS RD  ,OAK GROVE,MO,64075,,,STEALING - MOTOR VEHICLE/WATERCRAFT/AIRCRAFT,23H,INVESTIGATIVE,DEP. D. RUFFIN,3,46,88
23-03147,07/06/2023 0900,,,    ,,,,,,VOID,,,DEP. J. MURPHY,,,
23-03147,07/06/2023 0900,,,    ,,,,,,VOID,,,DEP. J. MURPHY,,,
23-03148,07/06/2023 1017,07/06/2023 1017,07/06/2023 1025,308 W KANSAS AVE  ,INDEPENDENCE,MO,64050,,,INFORMATION REPORT,,INCIDENT,DEP. W. MCDONALD,,,
23-03148,07/06/2023 1017,07/06/2023 1017,07/06/2023 1025,308 W KANSAS AVE  ,INDEPENDENCE,MO,64050,,,INFORMATION REPORT,,INCIDENT,DEP. W. MCDONALD,,,
23-03149,07/06/2023 1008,07/06/2023 1008,07/06/2023 1028,415 E 12TH ST  ,KANSAS CITY,,,,,INFORMATION REPORT,,INCIDENT,Dep. D. Cassity,9,,
23-03149,07/06/2023 1008,07/06/2023 1008,07/06/2023 1028,415 E 12TH ST  ,KANSAS CITY,,,,,INFORMATION REPORT,,INCIDENT,Dep. D. Cassity,9,,
23-03150,07/06/2023 1045,06/06/2023 0001,07/06/2023 1050,30604 E DUNCAN RD  ,GRAIN VALLEY,MO,64029,,,STEALING,23H,INVESTIGATIVE,SGT. J. CARPENTER,3,25,88
